Sc_Agreeableness,Sc_Conscientiousness,Sc_Extraversion,Sc_Narcissism,Sc_Neuroticism,Sc_Openness,Sc_SensationSeeking,Student_ID,Gender,Fakultas,Program_Studi,Angkatan,Klaster,Profile_Name,Kategori_Risiko
35.2,45.2,43.2,42.6,64.1,47.3,44.6,ST1118,Perempuan,FRI,Sistem Informasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
41.3,43.4,49.6,70.4,64.1,46.5,69.7,ST1120,Laki-laki,FRI,Sistem Informasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
33.4,57.8,51.0,38.9,64.7,43.3,46.8,ST1123,Laki-laki,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
70.8,62.0,65.9,51.4,40.4,62.9,45.4,ST1124,Perempuan,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
44.2,49.5,76.0,62.0,50.2,44.4,58.4,ST1125,Laki-laki,FKS,Ilmu Komunikasi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
61.3,46.6,66.5,76.9,45.0,60.1,68.7,ST1126,Laki-laki,FRI,Teknik Industri,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
47.7,76.4,57.2,47.6,43.5,60.8,35.2,ST1128,Perempuan,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
70.0,42.4,61.2,57.9,40.2,51.3,53.1,ST1129,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
67.3,68.5,57.4,52.8,26.6,65.2,34.4,ST1131,Perempuan,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
49.7,77.2,44.2,61.7,41.2,56.7,33.4,ST1132,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
58.0,66.5,62.3,58.3,34.4,60.9,36.8,ST1133,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
50.8,42.9,46.9,62.7,48.9,61.4,71.8,ST1134,Laki-laki,FKS,Ilmu Komunikasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
47.1,35.6,35.4,51.3,60.2,38.3,56.4,ST1137,Laki-laki,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
44.6,77.6,58.7,67.4,21.9,48.5,34.5,ST1138,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
51.6,72.0,58.5,58.5,34.6,49.3,27.3,ST1139,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
42.7,40.4,72.9,64.4,45.3,56.2,64.0,ST1141,Perempuan,FKS,Ilmu Komunikasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
51.7,53.9,42.4,39.3,70.5,48.1,52.3,ST1142,Perempuan,FRI,Teknik Logistik,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
57.7,51.1,66.5,53.3,33.3,54.2,59.8,ST1143,Perempuan,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
63.4,75.3,66.5,54.2,33.9,63.3,49.2,ST1144,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
68.3,61.3,58.3,47.9,40.3,73.0,51.3,ST1145,Perempuan,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
53.1,41.3,72.7,74.8,42.3,49.1,66.4,ST1146,Perempuan,FRI,Teknik Logistik,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
60.8,47.4,53.2,45.3,37.8,59.0,37.3,ST1147,Perempuan,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
45.5,62.0,51.4,49.8,23.1,61.1,45.1,ST1153,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
50.8,67.8,51.9,54.5,35.4,56.6,22.2,ST1154,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
52.1,77.7,49.5,47.4,42.1,55.4,37.8,ST1155,Laki-laki,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
49.2,69.3,55.0,51.8,30.0,50.1,30.2,ST1156,Perempuan,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
43.1,62.3,56.3,48.6,38.6,66.2,35.0,ST1158,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
58.8,75.6,47.3,61.9,40.4,60.1,35.6,ST1160,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
70.5,69.7,77.5,47.2,30.8,68.6,52.5,ST1161,Perempuan,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
74.2,52.2,59.5,57.0,40.8,75.7,41.7,ST1162,Laki-laki,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
52.8,73.1,53.5,60.6,40.8,53.2,43.9,ST1163,Perempuan,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
53.1,71.9,53.6,46.2,26.0,56.2,20.0,ST1165,Laki-laki,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
47.0,46.9,69.6,69.7,41.8,47.7,71.9,ST1167,Perempuan,FEB,Manajemen,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
46.8,74.9,52.2,63.5,40.5,52.2,30.9,ST1169,Laki-laki,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
49.0,37.9,60.2,64.4,58.6,48.6,65.4,ST1170,Laki-laki,FKS,Administrasi Bisnis,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
67.1,56.0,64.7,50.5,43.5,59.8,62.1,ST1172,Perempuan,FRI,Teknik Logistik,2021,1,The Resilient & Adaptive,Baseline / Normatif
51.6,73.2,33.3,56.0,25.4,59.6,36.5,ST1173,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
52.1,66.4,47.3,55.4,44.5,67.7,30.6,ST1174,Laki-laki,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
77.2,54.1,48.8,45.3,48.6,53.2,42.5,ST1175,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
21.0,55.9,31.4,55.6,82.3,33.7,44.7,ST1176,Perempuan,FRI,Teknik Logistik,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
56.9,75.4,56.0,46.3,38.7,46.8,30.7,ST1177,Perempuan,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
73.1,49.5,60.2,47.0,43.6,66.2,52.2,ST1180,Perempuan,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
56.5,37.2,73.4,69.7,55.3,58.3,68.4,ST1181,Perempuan,FKS,Administrasi Bisnis,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
52.0,45.8,59.9,54.8,35.0,43.7,45.8,ST1182,Perempuan,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
59.8,70.1,48.2,57.5,40.2,56.9,31.4,ST1183,Perempuan,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
70.0,55.4,68.5,42.6,36.8,57.4,45.0,ST1184,Perempuan,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
35.8,34.4,68.8,66.2,46.8,50.9,71.9,ST1185,Laki-laki,FRI,Sistem Informasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
47.3,30.5,68.9,44.2,58.3,59.5,70.3,ST1188,Perempuan,FEB,Manajemen,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
61.3,43.7,54.9,63.3,45.5,41.9,62.4,ST1190,Perempuan,FIF,Sistem Komputer,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
65.1,51.6,58.8,32.0,37.3,55.2,44.3,ST1191,Laki-laki,FRI,Teknik Industri,2021,1,The Resilient & Adaptive,Baseline / Normatif
31.3,41.8,39.6,33.2,75.5,61.7,54.7,ST1192,Perempuan,FTE,Teknik Elektro,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
56.9,42.9,75.3,69.3,43.6,43.5,74.6,ST1193,Perempuan,FRI,Teknik Industri,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
64.4,75.6,55.7,57.2,49.7,52.9,32.7,ST1194,Laki-laki,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
56.0,41.0,55.2,48.6,48.8,50.7,59.1,ST1195,Laki-laki,FKS,Administrasi Bisnis,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
55.7,83.4,56.0,62.9,38.8,52.1,38.0,ST1196,Laki-laki,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
53.8,76.5,44.1,53.3,36.5,55.4,27.3,ST1197,Perempuan,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
47.5,65.0,54.4,60.3,37.0,55.3,39.0,ST1199,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
52.3,59.5,57.2,38.0,29.9,65.7,51.4,ST1200,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
41.0,43.8,33.2,49.2,75.1,45.5,47.9,ST1201,Perempuan,FKS,Administrasi Bisnis,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
49.6,60.4,44.8,47.9,44.5,47.0,35.0,ST1202,Perempuan,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
58.1,42.8,58.1,31.0,36.0,69.0,38.2,ST1203,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
45.8,32.7,47.8,60.3,46.4,46.4,56.1,ST1205,Laki-laki,FKS,Administrasi Bisnis,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
35.7,37.9,31.1,47.7,78.4,47.6,46.7,ST1206,Laki-laki,FTE,Teknik Elektro,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
50.1,29.7,59.5,68.5,44.9,49.0,69.2,ST1207,Perempuan,FRI,Teknik Industri,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
69.3,70.6,47.6,49.8,40.9,66.7,46.7,ST1208,Perempuan,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
52.4,78.3,49.3,51.8,32.6,58.7,33.1,ST1209,Laki-laki,FRI,Sistem Informasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
37.7,60.0,45.4,49.9,64.3,54.1,61.7,ST1210,Perempuan,FKS,Ilmu Komunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
65.7,54.3,66.2,48.5,41.8,62.1,40.9,ST1213,Laki-laki,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
54.2,75.6,49.1,49.9,38.3,64.1,41.8,ST1214,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
40.0,49.6,30.5,41.3,78.0,30.4,24.3,ST1215,Laki-laki,FKS,Administrasi Bisnis,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
55.9,54.8,53.8,67.6,35.8,48.4,35.3,ST1216,Perempuan,FRI,Teknik Industri,2022,1,The Resilient & Adaptive,Baseline / Normatif
48.6,71.6,41.8,58.0,43.0,46.9,36.9,ST1217,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
34.9,54.7,37.1,39.5,65.8,52.6,41.3,ST1218,Laki-laki,FEB,Manajemen,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
47.0,34.8,65.2,80.2,52.2,52.5,73.5,ST1219,Perempuan,FIF,Informatika,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
75.9,66.4,45.7,42.3,49.6,54.5,28.2,ST1220,Perempuan,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
74.9,51.2,65.5,48.0,45.6,52.6,42.0,ST1221,Laki-laki,FTE,Teknik Telekomunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
53.9,58.3,51.9,33.9,31.6,51.2,36.8,ST1222,Laki-laki,FRI,Sistem Informasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
67.5,59.0,42.8,40.5,35.5,54.9,41.9,ST1223,Laki-laki,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
37.0,37.7,30.4,39.5,71.0,47.0,46.7,ST1224,Perempuan,FKS,Administrasi Bisnis,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
66.2,47.3,52.1,59.9,44.3,56.1,48.4,ST1226,Laki-laki,FIF,Informatika,2024,1,The Resilient & Adaptive,Baseline / Normatif
57.7,73.6,52.2,39.3,30.1,49.8,46.8,ST1229,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
69.0,52.5,60.6,51.3,35.6,59.4,54.6,ST1230,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
61.4,81.0,58.3,55.7,44.0,53.9,34.5,ST1231,Perempuan,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
86.5,51.8,49.2,48.9,42.7,57.6,41.3,ST1232,Laki-laki,FTE,Teknik Telekomunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
41.9,79.7,58.4,59.9,35.8,51.1,34.0,ST1233,Perempuan,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
61.9,57.2,69.1,51.9,29.6,57.3,46.4,ST1236,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
74.7,54.0,62.4,45.9,28.1,61.8,46.4,ST1237,Perempuan,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
76.0,47.8,58.0,50.6,53.6,64.3,37.0,ST1239,Laki-laki,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
60.4,75.9,53.7,43.5,45.3,48.9,25.7,ST1242,Perempuan,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
51.9,81.5,46.4,45.7,44.9,50.0,32.0,ST1243,Laki-laki,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
50.8,70.1,52.4,53.3,41.4,58.7,33.2,ST1244,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
31.6,40.2,26.8,31.2,60.3,59.3,40.7,ST1246,Laki-laki,FRI,Sistem Informasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
34.7,28.7,61.2,67.9,52.7,57.4,59.8,ST1248,Laki-laki,FEB,Manajemen,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
47.9,82.1,56.8,48.3,28.4,52.3,36.1,ST1249,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
77.2,55.6,66.8,55.4,37.7,54.8,70.3,ST1250,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
